edad,trabajo,estado_civil,educacion,incumplimiento,balance,prestamo_vivienda,prestamo_personal,contacto,ultimo_dia_contacto,ultimo_mes_contacto,ultimo_contacto_duracion,campana,pdias,previo,presultado,y
63,retirado,casado,secundaria,no,474,no,no,celular,25,ene,423,1,-1,0,desconocido,si
38,admin.,divorciado,superior,no,86,si,no,desconocido,6,may,218,1,-1,0,desconocido,no
54,collar azul,casado,primaria,no,2281,si,no,desconocido,20,jun,158,1,-1,0,desconocido,no
39,servicios,casado,secundaria,no,186,si,no,celular,17,abr,433,1,-1,0,desconocido,no
46,collar azul,casado,secundaria,no,137,no,no,desconocido,20,jun,252,3,-1,0,desconocido,no
37,tecnico,casado,superior,no,6968,no,no,celular,1,jun,175,1,-1,0,desconocido,no
76,retirado,divorciado,primaria,no,86,no,no,celular,12,ago,192,1,-1,0,desconocido,no
28,administracion,soltero,unknown,no,81,no,si,celular,8,jul,158,1,-1,0,desconocido,no
33,servicios,casado,primaria,no,6904,no,no,telefono,20,nov,114,2,-1,0,desconocido,no
46,independiente,casado,superior,no,137,si,si,desconocido,5,may,246,1,-1,0,desconocido,no
30,estudiante,soltero,secundaria,no,25,no,no,telefono,30,abr,44,1,-1,0,desconocido,no
60,administracion,casado,superior,no,759,no,no,celular,14,ago,136,2,-1,0,desconocido,no
56,empleado domestico,casado,superior,no,1922,si,no,celular,24,jul,247,2,-1,0,desconocido,no
24,estudiante,soltero,unknown,no,3298,si,no,desconocido,28,may,227,1,-1,0,desconocido,no
58,retirado,casado,secundaria,no,764,no,no,celular,12,ago,219,4,-1,0,desconocido,no
79,retirado,casado,primaria,no,8556,no,no,telefono,18,ene,326,2,272,2,exito,si
32,collar azul,casado,secundaria,no,3514,si,no,desconocido,20,may,226,2,-1,0,desconocido,no
33,servicios,casado,primaria,no,0,si,no,celular,18,jul,351,2,-1,0,desconocido,no
77,retirado,casado,primaria,no,680,no,no,telefono,27,nov,341,4,94,3,fracaso,no
60,empleado domestico,casado,primaria,no,0,no,si,telefono,22,jul,124,1,-1,0,desconocido,no
54,administracion,casado,superior,no,2819,no,no,celular,7,ago,123,3,-1,0,desconocido,no
30,collar azul,casado,primaria,no,-518,si,si,desconocido,28,may,244,6,-1,0,desconocido,no
50,servicios,casado,secundaria,no,60,no,si,celular,27,ago,151,8,-1,0,desconocido,no
50,administracion,casado,secundaria,no,732,no,no,celular,7,abr,736,7,-1,0,desconocido,no
37,tecnico,casado,secundaria,no,2707,si,no,telefono,16,jul,109,1,-1,0,desconocido,no
41,tecnico,casado,superior,no,177,si,no,telefono,11,jul,117,2,-1,0,desconocido,no
49,admin.,casado,secundaria,no,13229,no,si,telefono,8,jul,77,2,-1,0,desconocido,no
41,collar azul,casado,primaria,no,-204,si,si,desconocido,6,jun,42,1,-1,0,desconocido,no
40,tecnico,casado,secundaria,no,990,si,no,celular,6,feb,252,3,-1,0,desconocido,no
38,collar azul,casado,secundaria,no,648,si,no,desconocido,3,jun,179,1,-1,0,desconocido,no
34,tecnico,casado,secundaria,no,50,no,no,celular,11,ago,106,3,-1,0,desconocido,no
49,emprendedor,casado,secundaria,no,1916,no,si,telefono,14,jul,281,3,-1,0,desconocido,no
72,retirado,casado,primaria,no,763,no,no,celular,24,abr,384,2,-1,0,desconocido,si
34,collar azul,casado,secundaria,no,470,si,si,celular,20,abr,217,1,-1,0,desconocido,no
31,tecnico,casado,secundaria,no,0,no,si,celular,19,ago,144,4,-1,0,desconocido,no
33,collar azul,soltero,secundaria,no,5739,si,si,celular,21,nov,374,1,-1,0,desconocido,no
31,administracion,casado,superior,no,0,no,no,desconocido,14,may,298,1,-1,0,desconocido,no
55,administracion,casado,superior,no,-375,no,no,celular,30,jul,814,2,-1,0,desconocido,si
25,desempleado,casado,secundaria,no,157,si,no,celular,28,jul,33,31,-1,0,desconocido,no
34,administracion,casado,superior,no,1518,si,no,celular,20,nov,128,2,-1,0,desconocido,no
53,administracion,casado,superior,no,1343,no,no,celular,5,ago,129,4,-1,0,desconocido,no
39,administracion,soltero,superior,si,-401,si,no,celular,19,ago,274,4,-1,0,desconocido,no
41,administracion,casado,primaria,no,5310,si,no,celular,17,nov,984,1,-1,0,desconocido,si
32,collar azul,soltero,secundaria,no,2285,si,no,desconocido,14,may,413,2,-1,0,desconocido,no
29,admin.,casado,secundaria,no,22171,si,no,celular,18,may,44,1,355,3,fracaso,no
56,administracion,casado,superior,no,856,si,si,celular,4,feb,70,4,7,7,otro,no
19,estudiante,soltero,unknown,no,1169,no,no,celular,6,feb,463,18,-1,0,desconocido,no
39,administracion,soltero,superior,no,3797,no,no,celular,2,jun,96,2,-1,0,desconocido,no
32,collar azul,soltero,secundaria,no,53,si,no,celular,18,nov,276,1,195,1,fracaso,no
43,collar azul,casado,primaria,no,2519,si,no,celular,16,abr,257,2,146,9,otro,no
32,emprendedor,casado,primaria,no,795,no,no,celular,8,ago,131,3,-1,0,desconocido,no
53,admin.,divorciado,secundaria,no,0,si,si,celular,30,abr,586,2,-1,0,desconocido,no
52,collar azul,casado,secundaria,no,2087,si,no,celular,31,ago,267,1,474,1,fracaso,si
43,tecnico,soltero,secundaria,no,34,no,no,telefono,30,jul,29,1,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,5,no,no,desconocido,9,jun,65,6,-1,0,desconocido,no
27,tecnico,soltero,secundaria,no,15,si,no,celular,25,jul,67,3,-1,0,desconocido,no
27,administracion,soltero,superior,no,390,no,no,celular,28,oct,190,1,82,1,exito,no
51,administracion,casado,unknown,no,712,no,no,celular,13,ago,287,2,-1,0,desconocido,no
39,admin.,soltero,superior,no,2600,si,no,desconocido,17,jun,77,1,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,-241,si,si,desconocido,27,may,169,1,-1,0,desconocido,no
50,collar azul,divorciado,primaria,no,1545,si,no,celular,20,nov,25,1,-1,0,desconocido,no
59,retirado,divorciado,secundaria,no,1026,no,no,desconocido,5,nov,669,1,-1,0,desconocido,si
58,empleado domestico,casado,primaria,no,435,si,no,telefono,28,jul,122,6,-1,0,desconocido,no
54,tecnico,casado,superior,no,876,no,no,celular,27,oct,269,3,541,3,exito,si
60,collar azul,casado,secundaria,no,1801,no,no,telefono,29,oct,167,1,-1,0,desconocido,no
38,administracion,casado,superior,no,2278,si,si,celular,13,may,244,1,-1,0,desconocido,no
39,collar azul,casado,unknown,no,157,si,no,desconocido,30,may,99,6,-1,0,desconocido,no
40,admin.,casado,secundaria,no,1327,si,si,desconocido,26,may,76,2,-1,0,desconocido,no
55,collar azul,casado,primaria,no,284,no,si,telefono,14,jul,252,4,-1,0,desconocido,no
36,administracion,casado,superior,no,495,no,no,celular,12,mar,213,3,182,6,exito,si
31,admin.,soltero,secundaria,no,1588,si,no,desconocido,3,jun,14,1,-1,0,desconocido,no
38,servicios,casado,secundaria,no,0,si,no,telefono,28,jul,121,2,-1,0,desconocido,no
52,administracion,casado,secundaria,no,428,si,no,desconocido,30,may,153,1,-1,0,desconocido,no
45,admin.,casado,primaria,no,542,no,no,celular,11,may,8,5,350,3,otro,no
32,collar azul,casado,primaria,no,66,no,no,celular,19,nov,244,1,-1,0,desconocido,no
58,collar azul,divorciado,secundaria,no,314,no,no,desconocido,25,jun,67,2,-1,0,desconocido,no
35,administracion,casado,superior,no,24,si,no,celular,8,abr,169,1,231,2,fracaso,no
36,administracion,soltero,superior,no,613,no,no,celular,7,ago,86,2,-1,0,desconocido,no
55,retirado,casado,secundaria,no,1467,no,si,celular,29,jul,277,2,-1,0,desconocido,no
45,collar azul,casado,secundaria,no,192,si,no,celular,13,may,154,5,176,1,otro,no
49,administracion,casado,secundaria,no,321,no,no,desconocido,9,jun,135,3,-1,0,desconocido,no
44,collar azul,casado,secundaria,no,788,si,no,celular,17,abr,392,1,-1,0,desconocido,no
37,collar azul,divorciado,secundaria,no,48,si,no,desconocido,8,may,133,2,-1,0,desconocido,no
35,collar azul,casado,secundaria,no,262,no,no,celular,2,jul,96,2,109,4,exito,no
36,collar azul,casado,secundaria,no,4438,si,no,desconocido,20,may,446,1,-1,0,desconocido,si
44,servicios,soltero,secundaria,no,5045,si,no,celular,21,nov,20,6,175,15,otro,no
32,collar azul,soltero,superior,no,3014,si,no,celular,7,may,291,2,-1,0,desconocido,no
56,administracion,casado,superior,no,21664,no,no,desconocido,17,jun,214,8,-1,0,desconocido,no
32,administracion,casado,superior,no,5878,no,no,celular,19,ago,159,2,-1,0,desconocido,no
35,emprendedor,casado,superior,no,2723,si,si,celular,8,ago,275,4,-1,0,desconocido,no
44,administracion,casado,secundaria,no,576,si,no,desconocido,8,may,128,3,-1,0,desconocido,no
59,emprendedor,casado,primaria,no,0,no,no,telefono,19,nov,207,2,153,1,fracaso,no
31,collar azul,soltero,superior,no,2197,si,no,desconocido,23,may,146,3,-1,0,desconocido,no
60,collar azul,casado,unknown,no,104,si,no,desconocido,5,may,22,1,-1,0,desconocido,no
33,tecnico,soltero,secundaria,no,1279,si,no,celular,18,may,239,2,349,3,exito,no
45,admin.,casado,secundaria,no,295,si,no,celular,23,jul,92,1,-1,0,desconocido,no
45,collar azul,casado,primaria,no,2128,si,no,desconocido,19,may,149,4,-1,0,desconocido,no
57,admin.,casado,secundaria,no,367,no,no,telefono,16,nov,107,2,-1,0,desconocido,no
36,administracion,casado,superior,no,1477,no,no,celular,7,ago,71,2,-1,0,desconocido,no
30,collar azul,soltero,primaria,no,71,si,no,desconocido,19,may,122,6,-1,0,desconocido,no
30,admin.,soltero,secundaria,no,127,si,no,celular,18,may,16,6,368,1,otro,no
59,desempleado,divorciado,secundaria,no,2921,no,no,telefono,3,feb,251,1,-1,0,desconocido,no
58,administracion,casado,superior,no,16264,no,no,telefono,17,nov,215,3,-1,0,desconocido,no
49,retirado,casado,primaria,no,1672,no,no,celular,17,jul,128,3,-1,0,desconocido,no
48,tecnico,casado,superior,no,9207,no,no,celular,18,ago,445,3,-1,0,desconocido,no
28,tecnico,soltero,superior,no,356,no,no,celular,2,mar,76,2,-1,0,desconocido,no
59,administracion,divorciado,primaria,no,133,si,no,celular,9,jul,206,1,-1,0,desconocido,no
40,administracion,casado,superior,no,1217,si,si,celular,18,nov,155,1,-1,0,desconocido,no
32,tecnico,divorciado,secundaria,no,202,si,no,celular,4,feb,429,1,201,1,fracaso,no
58,collar azul,casado,secundaria,no,590,no,si,desconocido,5,jun,133,1,-1,0,desconocido,no
28,independiente,soltero,superior,no,442,no,no,celular,19,jun,474,3,95,3,otro,si
27,tecnico,soltero,superior,no,808,si,no,celular,15,may,578,1,364,1,otro,no
38,administracion,soltero,superior,no,427,si,no,celular,6,may,17,3,169,2,fracaso,no
53,tecnico,casado,superior,no,431,si,no,desconocido,11,jun,74,1,-1,0,desconocido,no
60,servicios,casado,superior,no,4256,si,no,celular,16,ago,239,3,761,1,otro,si
33,administracion,divorciado,superior,no,0,si,si,celular,19,ago,275,8,-1,0,desconocido,no
52,servicios,divorciado,secundaria,no,238,si,no,celular,6,may,101,1,362,5,otro,no
64,retirado,casado,superior,no,846,no,no,celular,11,feb,671,1,181,3,fracaso,si
40,collar azul,soltero,secundaria,no,3,no,no,celular,19,nov,998,1,-1,0,desconocido,si
52,admin.,casado,secundaria,no,693,no,no,desconocido,12,jun,271,1,-1,0,desconocido,no
28,estudiante,soltero,secundaria,no,0,si,no,desconocido,15,may,133,3,-1,0,desconocido,no
49,administracion,casado,secundaria,no,362,si,no,desconocido,4,jun,84,2,-1,0,desconocido,no
28,tecnico,soltero,secundaria,no,618,si,no,celular,7,may,281,1,-1,0,desconocido,no
29,tecnico,soltero,superior,no,2893,si,no,desconocido,3,jun,250,1,-1,0,desconocido,no
87,retirado,casado,primaria,no,230,no,no,celular,30,oct,144,1,-1,0,desconocido,si
37,administracion,divorciado,secundaria,no,1287,si,no,celular,14,may,432,1,-1,0,desconocido,no
36,servicios,casado,primaria,no,179,no,no,desconocido,9,jun,411,1,-1,0,desconocido,no
35,independiente,casado,superior,no,980,no,no,celular,2,ago,428,2,336,6,fracaso,no
33,admin.,casado,superior,no,79,si,no,celular,22,oct,249,2,335,2,fracaso,si
60,admin.,casado,secundaria,no,3043,no,no,celular,19,ago,235,3,-1,0,desconocido,no
25,administracion,soltero,superior,no,808,no,no,celular,18,sep,267,2,114,2,fracaso,si
69,retirado,casado,secundaria,no,745,no,no,telefono,9,sep,595,1,-1,0,desconocido,no
41,estudiante,casado,secundaria,no,1309,no,no,desconocido,20,jun,28,4,-1,0,desconocido,no
48,administracion,soltero,secundaria,no,290,si,no,celular,21,jul,257,2,-1,0,desconocido,no
35,collar azul,divorciado,primaria,no,1792,si,no,celular,31,jul,630,6,-1,0,desconocido,si
30,collar azul,soltero,secundaria,no,178,si,no,desconocido,20,may,747,5,-1,0,desconocido,no
59,administracion,casado,superior,no,0,no,no,celular,27,ago,87,4,-1,0,desconocido,no
32,administracion,soltero,superior,no,537,no,no,desconocido,29,may,187,3,-1,0,desconocido,no
28,collar azul,soltero,secundaria,no,416,si,no,desconocido,13,may,452,2,-1,0,desconocido,no
60,collar azul,casado,primaria,no,1472,no,no,desconocido,20,jun,36,4,-1,0,desconocido,no
36,administracion,casado,primaria,no,3953,si,no,celular,19,nov,277,1,-1,0,desconocido,no
32,administracion,soltero,superior,no,112,si,no,celular,5,may,118,1,-1,0,desconocido,no
34,administracion,divorciado,superior,no,13204,si,si,celular,20,nov,197,2,-1,0,desconocido,no
58,collar azul,casado,secundaria,no,0,no,si,celular,14,abr,101,5,-1,0,desconocido,no
53,administracion,casado,unknown,no,2240,si,no,celular,2,jun,282,2,385,1,exito,si
31,administracion,casado,superior,no,22546,si,no,celular,14,may,8,6,267,4,fracaso,no
33,admin.,casado,secundaria,no,0,si,no,telefono,17,jul,1448,7,-1,0,desconocido,si
46,desempleado,divorciado,primaria,no,23,no,no,celular,21,nov,344,1,-1,0,desconocido,no
29,collar azul,casado,secundaria,no,228,si,no,celular,11,may,12,8,342,9,fracaso,no
37,independiente,casado,secundaria,no,215,si,no,desconocido,6,jun,61,1,-1,0,desconocido,no
58,collar azul,casado,primaria,no,23,si,no,desconocido,20,may,91,6,-1,0,desconocido,no
34,administracion,casado,secundaria,no,293,si,no,desconocido,21,may,162,3,-1,0,desconocido,no
34,collar azul,divorciado,secundaria,no,0,no,si,desconocido,21,may,339,1,-1,0,desconocido,no
49,emprendedor,casado,primaria,no,199,no,no,desconocido,13,may,113,2,-1,0,desconocido,no
53,admin.,casado,secundaria,no,459,no,no,celular,5,abr,558,1,-1,0,desconocido,si
42,desempleado,casado,secundaria,no,8131,si,no,desconocido,30,may,69,1,-1,0,desconocido,no
40,servicios,casado,secundaria,no,-378,si,si,celular,13,may,541,1,295,6,fracaso,no
30,collar azul,soltero,primaria,no,395,no,no,celular,21,nov,429,1,-1,0,desconocido,no
31,tecnico,divorciado,secundaria,no,10787,si,no,desconocido,4,jun,135,2,-1,0,desconocido,no
55,admin.,casado,secundaria,no,865,si,no,celular,27,oct,96,1,111,3,fracaso,no
36,administracion,casado,superior,no,340,si,no,celular,20,abr,68,2,-1,0,desconocido,no
31,collar azul,soltero,secundaria,no,1882,no,no,celular,7,may,529,2,-1,0,desconocido,no
26,administracion,casado,superior,no,265,no,no,celular,30,ene,650,2,-1,0,desconocido,no
31,admin.,casado,secundaria,no,389,si,no,celular,7,dic,69,1,185,2,fracaso,no
49,admin.,casado,secundaria,no,0,si,si,celular,29,jul,71,7,-1,0,desconocido,no
54,administracion,casado,superior,no,384,si,no,celular,12,may,30,7,-1,0,desconocido,no
47,administracion,divorciado,superior,no,94,si,no,celular,31,jul,9,19,-1,0,desconocido,no
61,administracion,casado,secundaria,no,1471,no,no,celular,12,ago,331,2,-1,0,desconocido,no
49,collar azul,casado,primaria,no,937,si,no,desconocido,12,jun,66,1,-1,0,desconocido,no
51,tecnico,casado,secundaria,no,500,si,no,celular,20,nov,26,6,-1,0,desconocido,no
53,collar azul,casado,primaria,no,25,si,no,desconocido,6,may,266,3,-1,0,desconocido,no
35,administracion,casado,superior,no,365,no,no,celular,21,nov,168,2,-1,0,desconocido,no
25,desempleado,soltero,secundaria,no,34,no,si,desconocido,4,jul,316,1,-1,0,desconocido,no
79,retirado,casado,primaria,no,429,no,no,telefono,8,jul,1006,2,-1,0,desconocido,si
53,tecnico,casado,primaria,no,6839,si,no,celular,19,nov,77,1,-1,0,desconocido,no
21,estudiante,soltero,secundaria,no,6,no,no,desconocido,9,may,622,1,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,467,si,no,desconocido,21,may,494,2,-1,0,desconocido,no
40,independiente,divorciado,secundaria,no,1876,no,si,desconocido,20,jun,269,1,-1,0,desconocido,no
34,emprendedor,casado,secundaria,no,1847,si,no,celular,9,abr,543,3,321,6,fracaso,no
52,desconocido,casado,primaria,no,247,no,no,celular,29,jul,268,6,-1,0,desconocido,no
27,admin.,casado,secundaria,no,897,no,no,celular,5,jun,397,1,-1,0,desconocido,si
57,servicios,divorciado,secundaria,no,4664,no,no,celular,21,nov,22,4,114,1,fracaso,no
51,independiente,divorciado,secundaria,no,1291,si,no,desconocido,3,jun,51,2,-1,0,desconocido,no
31,estudiante,soltero,superior,no,64,no,no,celular,15,sep,208,1,105,2,exito,no
49,desempleado,casado,superior,no,-471,si,no,celular,20,nov,77,3,185,7,fracaso,no
32,administracion,soltero,superior,no,1160,si,si,desconocido,11,jun,450,2,-1,0,desconocido,no
28,admin.,soltero,superior,no,14,no,no,celular,1,jun,201,1,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,26,si,no,celular,17,abr,342,3,332,1,otro,no
50,collar azul,casado,unknown,no,452,no,no,celular,20,ago,181,2,-1,0,desconocido,no
42,collar azul,soltero,secundaria,no,382,si,no,celular,13,may,294,1,-1,0,desconocido,no
45,admin.,casado,unknown,no,2033,no,no,celular,30,nov,123,1,186,4,fracaso,no
34,desempleado,casado,secundaria,no,0,si,no,celular,13,may,172,1,-1,0,desconocido,no
56,admin.,divorciado,unknown,no,789,si,no,celular,8,may,1022,1,360,2,fracaso,no
33,collar azul,soltero,secundaria,no,142,si,no,celular,14,may,123,1,360,3,otro,no
34,admin.,casado,secundaria,no,645,si,no,desconocido,19,may,420,1,-1,0,desconocido,no
37,collar azul,casado,unknown,no,897,si,no,celular,13,abr,119,2,280,2,fracaso,no
37,collar azul,casado,secundaria,no,103,si,no,celular,12,may,153,1,-1,0,desconocido,no
35,admin.,soltero,secundaria,no,847,si,no,celular,11,may,85,2,-1,0,desconocido,no
38,desconocido,soltero,superior,no,0,no,no,celular,11,sep,260,3,95,3,exito,si
32,collar azul,casado,secundaria,no,517,si,no,desconocido,5,may,528,1,-1,0,desconocido,no
52,tecnico,soltero,superior,no,1308,si,no,desconocido,29,may,361,1,-1,0,desconocido,no
49,servicios,casado,secundaria,no,66,si,si,celular,21,nov,59,4,-1,0,desconocido,no
46,administracion,divorciado,secundaria,no,361,si,no,desconocido,19,may,86,7,-1,0,desconocido,no
42,emprendedor,casado,primaria,si,66,si,si,celular,6,feb,139,1,-1,0,desconocido,no
36,collar azul,casado,unknown,no,70,si,no,desconocido,8,may,219,4,-1,0,desconocido,no
32,servicios,casado,secundaria,no,180,si,no,telefono,15,may,45,2,-1,0,desconocido,no
49,tecnico,casado,superior,no,279,si,no,desconocido,19,may,168,4,-1,0,desconocido,no
46,servicios,casado,secundaria,no,4,no,no,celular,30,abr,268,1,261,5,otro,si
40,emprendedor,casado,secundaria,no,1416,si,no,desconocido,14,may,210,2,-1,0,desconocido,no
36,admin.,casado,secundaria,no,465,si,no,desconocido,20,may,160,1,-1,0,desconocido,no
36,admin.,casado,secundaria,no,998,si,no,desconocido,14,may,1044,2,-1,0,desconocido,no
34,tecnico,casado,secundaria,no,550,no,si,celular,9,jul,601,1,-1,0,desconocido,no
46,administracion,casado,superior,no,1285,si,no,desconocido,27,may,89,1,-1,0,desconocido,no
32,servicios,casado,superior,no,4908,no,si,celular,13,may,491,2,-1,0,desconocido,no
32,desempleado,soltero,superior,no,336,si,no,desconocido,8,may,139,1,-1,0,desconocido,no
32,administracion,soltero,superior,no,131,no,no,desconocido,3,jun,267,3,-1,0,desconocido,no
43,administracion,casado,superior,no,348,no,si,celular,15,jul,88,3,-1,0,desconocido,no
25,independiente,soltero,superior,no,453,si,no,celular,17,jul,134,1,-1,0,desconocido,no
55,admin.,casado,secundaria,no,1102,si,no,desconocido,15,may,126,2,-1,0,desconocido,no
24,admin.,soltero,secundaria,no,926,si,si,celular,15,may,191,1,-1,0,desconocido,no
40,administracion,divorciado,superior,no,502,si,no,celular,3,feb,267,4,270,3,otro,no
38,administracion,soltero,superior,no,8669,si,no,telefono,20,abr,5,3,150,6,fracaso,no
48,collar azul,soltero,primaria,no,316,no,no,desconocido,5,jun,560,2,-1,0,desconocido,no
36,administracion,casado,superior,no,9324,si,no,celular,30,mar,138,8,-1,0,desconocido,no
57,administracion,casado,superior,no,0,no,no,celular,19,ago,188,4,-1,0,desconocido,no
45,admin.,casado,secundaria,no,72,si,si,celular,15,may,262,2,352,2,fracaso,no
33,independiente,soltero,superior,no,61,no,no,celular,19,ago,836,3,-1,0,desconocido,si
38,tecnico,soltero,secundaria,no,173,no,no,celular,29,ago,150,4,-1,0,desconocido,no
26,servicios,soltero,secundaria,si,-162,si,no,celular,15,may,44,2,-1,0,desconocido,no
30,administracion,soltero,superior,no,47,no,si,celular,31,jul,11,17,-1,0,desconocido,no
55,servicios,divorciado,superior,no,1983,si,no,telefono,19,nov,123,1,-1,0,desconocido,no
34,collar azul,casado,secundaria,no,326,si,si,desconocido,15,may,150,2,-1,0,desconocido,no
60,admin.,casado,secundaria,no,2552,no,si,celular,30,ene,255,2,2,4,otro,no
36,administracion,soltero,superior,no,1283,no,no,celular,18,ago,92,5,-1,0,desconocido,no
65,empleado domestico,casado,primaria,no,2179,si,no,celular,4,sep,112,7,-1,0,desconocido,no
39,independiente,casado,superior,no,1047,no,no,desconocido,6,jun,554,1,-1,0,desconocido,si
52,collar azul,casado,primaria,no,36,no,no,celular,13,ago,109,2,-1,0,desconocido,no
55,tecnico,casado,secundaria,si,-308,no,no,celular,2,feb,781,1,-1,0,desconocido,si
26,administracion,soltero,superior,no,1177,no,no,celular,19,oct,116,1,-1,0,desconocido,no
40,independiente,casado,primaria,no,2077,si,no,celular,13,may,363,1,173,24,otro,no
52,emprendedor,casado,secundaria,no,0,no,no,celular,7,ago,82,2,-1,0,desconocido,no
29,independiente,casado,superior,no,1,no,no,celular,18,jul,167,3,-1,0,desconocido,no
41,collar azul,casado,primaria,no,7735,si,no,celular,20,nov,220,1,190,1,fracaso,no
30,tecnico,soltero,superior,no,1922,si,no,celular,18,may,546,1,-1,0,desconocido,no
28,estudiante,soltero,secundaria,no,153,no,no,celular,23,jul,1124,2,-1,0,desconocido,si
26,collar azul,casado,secundaria,no,2770,si,no,desconocido,8,may,141,1,-1,0,desconocido,no
58,administracion,casado,secundaria,no,139,no,no,celular,27,may,188,1,161,2,otro,no
29,administracion,soltero,superior,no,21,si,no,celular,14,may,107,4,371,3,fracaso,no
48,tecnico,casado,secundaria,no,178,si,no,desconocido,17,jun,320,4,-1,0,desconocido,no
35,collar azul,casado,secundaria,no,444,si,no,celular,15,abr,244,3,-1,0,desconocido,no
26,servicios,soltero,secundaria,no,209,si,no,celular,22,jul,319,2,-1,0,desconocido,no
49,collar azul,casado,unknown,no,3096,no,no,desconocido,16,jun,147,2,-1,0,desconocido,no
34,admin.,casado,secundaria,no,5320,no,no,celular,3,mar,114,6,467,5,otro,no
32,servicios,casado,secundaria,no,4885,si,si,celular,18,nov,400,2,-1,0,desconocido,no
31,admin.,casado,secundaria,no,0,si,si,celular,18,nov,79,3,-1,0,desconocido,no
48,desempleado,casado,primaria,no,5462,no,no,desconocido,6,jun,29,4,-1,0,desconocido,no
40,collar azul,casado,secundaria,no,6767,si,no,celular,20,nov,97,2,-1,0,desconocido,no
42,tecnico,divorciado,secundaria,no,2974,si,no,desconocido,21,may,187,5,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,427,no,no,desconocido,14,may,201,1,-1,0,desconocido,no
38,servicios,casado,secundaria,no,8876,no,no,celular,2,feb,280,1,75,1,fracaso,no
53,administracion,casado,superior,no,146,no,no,desconocido,30,may,150,1,-1,0,desconocido,no
59,retirado,divorciado,secundaria,no,319,no,no,celular,24,jul,129,1,-1,0,desconocido,no
28,desempleado,soltero,secundaria,no,304,no,no,celular,14,jun,516,1,-1,0,desconocido,no
41,collar azul,casado,primaria,no,389,si,no,desconocido,16,jun,127,2,-1,0,desconocido,no
50,administracion,soltero,primaria,no,766,no,no,desconocido,17,jun,174,2,-1,0,desconocido,no
31,admin.,casado,secundaria,no,0,si,no,celular,29,jul,82,5,-1,0,desconocido,no
30,tecnico,soltero,secundaria,no,3107,si,no,desconocido,3,jun,1516,2,-1,0,desconocido,no
59,admin.,divorciado,secundaria,no,174,si,no,desconocido,16,may,204,1,-1,0,desconocido,no
33,tecnico,divorciado,secundaria,si,-305,no,si,desconocido,9,may,109,1,-1,0,desconocido,no
35,independiente,casado,secundaria,no,670,no,no,celular,9,jul,378,1,-1,0,desconocido,no
30,administracion,soltero,superior,no,6164,si,no,desconocido,27,may,152,11,-1,0,desconocido,no
71,retirado,casado,secundaria,no,2850,no,no,celular,17,feb,185,1,-1,0,desconocido,si
30,servicios,soltero,primaria,no,79,si,no,celular,15,may,317,1,-1,0,desconocido,no
24,servicios,casado,secundaria,si,110,si,no,desconocido,23,may,27,1,-1,0,desconocido,no
34,tecnico,soltero,secundaria,no,5039,no,no,celular,20,nov,205,6,-1,0,desconocido,no
34,collar azul,casado,secundaria,no,360,si,no,telefono,19,nov,46,1,182,2,fracaso,no
52,admin.,casado,secundaria,no,199,no,no,celular,28,ene,978,2,189,1,otro,no
33,independiente,soltero,secundaria,no,238,si,si,celular,5,feb,45,5,-1,0,desconocido,no
38,collar azul,casado,secundaria,no,5092,si,no,desconocido,17,jun,145,6,-1,0,desconocido,no
41,admin.,divorciado,secundaria,no,1088,si,no,celular,28,ene,138,1,-1,0,desconocido,no
42,administracion,divorciado,superior,no,221,si,no,desconocido,7,may,720,2,-1,0,desconocido,no
38,collar azul,divorciado,secundaria,no,889,no,si,desconocido,18,jun,362,1,-1,0,desconocido,no
48,collar azul,casado,primaria,no,750,si,no,celular,18,may,90,6,-1,0,desconocido,no
34,tecnico,soltero,secundaria,no,0,si,si,desconocido,16,may,214,1,-1,0,desconocido,no
46,collar azul,casado,primaria,no,1291,si,no,celular,14,may,142,3,259,17,fracaso,no
33,tecnico,casado,secundaria,no,1844,si,no,desconocido,29,may,241,3,-1,0,desconocido,no
40,administracion,casado,superior,no,89,si,si,telefono,9,feb,148,6,-1,0,desconocido,no
36,admin.,casado,secundaria,no,4280,no,no,desconocido,19,jun,227,6,-1,0,desconocido,no
32,tecnico,soltero,secundaria,no,0,no,no,celular,21,ago,126,2,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,625,si,no,desconocido,28,may,410,1,-1,0,desconocido,no
55,tecnico,casado,unknown,no,574,si,no,celular,29,ene,243,2,-1,0,desconocido,no
58,administracion,casado,primaria,no,320,si,no,desconocido,30,may,171,2,-1,0,desconocido,no
25,tecnico,soltero,superior,no,468,si,no,desconocido,15,may,147,1,-1,0,desconocido,no
47,servicios,casado,secundaria,no,440,si,no,desconocido,12,jun,91,1,-1,0,desconocido,no
40,desempleado,casado,secundaria,no,0,si,no,celular,19,nov,332,1,183,1,fracaso,no
59,retirado,casado,secundaria,no,5706,si,no,celular,25,jul,471,2,-1,0,desconocido,no
40,administracion,casado,superior,no,7780,no,no,telefono,4,may,364,1,355,1,otro,no
30,administracion,casado,secundaria,no,-559,si,si,celular,7,may,98,1,167,2,fracaso,no
